x,y,z,target
35,93,37,332
78,18,23,183
76,2,45,215
43,67,59,354
62,24,69,317
14,31,4,88
53,20,0,93
1,22,65,240
11,64,41,262
55,16,48,231
59,51,47,302
85,74,71,446
85,12,85,364
46,1,19,105
49,32,73,332
31,18,55,232
36,79,36,302
77,91,27,340
35,73,14,223
60,69,68,402
59,99,83,506
69,56,87,442
15,26,66,265
0,9,20,78
30,79,16,236
65,83,34,333
77,28,42,259
62,54,61,353
53,52,44,289
66,90,73,465
55,8,9,98
11,12,86,293
64,59,73,401
23,61,65,340
26,19,12,100
22,16,17,105
0,76,50,302
42,70,9,209
90,33,39,273
43,67,29,264
38,67,31,265
9,37,75,308
14,92,78,432
80,20,3,129
98,20,89,405
0,61,75,347
12,90,95,477
19,9,69,244
34,88,76,438
23,34,3,100
93,8,98,403
38,16,97,361
99,84,30,357
45,36,55,282
12,64,76,368
85,98,2,287
74,39,56,320
50,63,55,341
32,96,51,377
78,1,36,188
28,21,60,250
58,43,37,255
95,45,70,395
66,74,0,214
82,90,87,523
6,61,89,395
88,35,9,185
46,54,38,268
69,47,54,325
8,87,66,380
55,22,57,270
10,86,70,392
72,59,40,310
4,64,84,384
6,53,39,229
25,33,84,343
58,0,52,214
91,95,5,296
9,53,68,319
96,63,60,402
70,62,28,278
74,4,45,217
68,12,5,107
98,9,62,302
33,7,17,98
56,93,70,452
7,50,19,164
85,38,27,242
51,39,66,327
70,44,7,179
30,74,80,418
27,60,12,183
85,81,92,523
10,88,51,339
45,89,57,394
25,56,23,206
40,60,66,358
66,12,36,198
70,21,32,208
51,5,53,220
45,38,19,178
34,23,36,188
58,24,88,370
47,0,74,269
66,25,0,116
13,73,71,372
30,18,84,318
66,47,96,448
72,46,82,410
29,82,65,388
73,42,8,181
31,37,97,396
90,71,28,316
13,75,66,361
22,81,89,451
99,52,82,449
29,88,39,322
80,91,37,373
71,34,48,283
13,4,2,27
64,20,64,296
0,58,53,275
14,83,69,387
8,54,38,230
41,31,57,274
32,75,23,251
50,68,61,369
1,58,54,279
21,80,74,403
38,97,59,409
20,6,86,290
61,67,57,366
93,92,96,565
45,62,66,367
30,68,22,232
71,33,18,191
79,97,92,549
56,36,67,329
1,55,67,312
64,0,36,172
90,47,59,361
29,74,93,456
50,15,88,344
90,65,88,484
55,92,66,437
30,76,62,368
81,15,63,300
3,9,25,96
44,68,35,285
61,32,47,266
57,13,78,317
91,21,80,373
23,54,8,155
9,32,12,109
17,62,89,408
60,8,98,370
78,74,45,361
33,0,53,192
86,91,33,367
90,79,74,470
48,41,93,409
55,47,5,164
17,80,92,453
83,7,31,190
49,1,92,327
49,78,76,433
71,7,26,163
49,8,80,305
44,95,57,405
46,44,63,323
7,9,49,172
21,98,55,382
51,69,6,207
5,34,71,286
18,14,77,277
88,93,10,304
72,86,68,448
70,90,10,280
77,48,44,305
35,24,25,158
41,54,59,326
9,36,22,147
79,3,94,367
95,82,25,334
84,24,28,216
64,62,73,407
53,32,20,177
69,22,61,296
97,60,37,328
62,67,86,454
55,71,17,248
55,91,81,480
95,71,0,237
64,27,8,142
16,19,26,132
80,4,41,211
21,0,33,120
48,0,15,93
59,64,93,466
6,77,39,277
30,56,46,280
8,46,34,202
35,23,49,228
44,78,43,329
23,92,73,426
53,75,28,287
4,16,91,309
88,33,71,367
88,84,19,313
65,57,26,257
14,37,44,220
37,78,51,346
82,26,88,398
0,66,23,201
18,38,98,388
0,49,44,230
30,2,78,268
44,29,51,255
10,48,63,295
56,13,26,160
97,72,36,349
63,76,8,239
2,20,39,159
56,11,88,342
63,15,77,324
87,22,84,383
67,91,37,360
92,49,78,424
27,91,91,482
69,0,44,201
84,52,17,239
93,76,67,446
29,48,74,347
27,77,80,421
8,34,26,154
14,11,76,264
53,10,32,169
37,12,65,256
34,6,40,166
0,19,3,47
12,35,82,328
0,15,62,216
75,95,86,523
36,58,58,326
67,49,28,249
46,18,39,199
35,4,78,277
3,85,73,392
3,56,12,151
15,70,68,359
80,17,78,348
29,30,40,209
99,8,74,337
32,8,19,105
75,10,25,170
29,18,48,209
52,81,64,406
56,67,42,316
99,34,45,302
13,65,47,284
26,85,33,295
52,53,10,188
82,31,25,219
86,71,2,234
97,41,92,455
68,56,9,207
76,43,90,432
45,71,37,298
39,90,35,324
23,87,1,200
3,49,5,116
21,26,76,301
57,95,52,403
52,46,40,264
42,4,84,302
57,14,70,295
16,1,34,120
67,92,80,491
92,47,24,258
64,91,27,327
55,27,43,238
51,76,10,233
91,72,22,301
50,97,71,457
93,70,46,371
45,53,65,346
17,91,42,325
44,72,79,425
92,62,22,282
23,70,1,166
44,43,51,283
64,34,24,204
48,1,80,290
22,89,56,368
68,79,16,274
0,80,58,334
69,44,3,166
87,54,59,372
6,67,17,191
17,37,56,259
22,94,23,279
79,88,33,354
41,68,99,474
12,30,1,75
2,20,21,105
89,14,21,180
85,3,92,367
64,27,62,304
36,48,28,216
58,0,81,301
35,30,38,209
6,51,8,132
23,27,11,110
28,96,2,226
59,10,7,100
77,67,90,481
37,18,72,289
89,87,31,356
15,60,6,153
78,87,77,483
74,27,28,212
58,99,94,538
76,66,50,358
74,76,26,304
34,28,56,258
53,17,74,309
87,47,45,316
89,0,29,176
63,62,29,274
69,45,59,336
20,57,68,338
35,97,93,508
94,87,90,538
34,94,99,519
12,53,84,370
77,12,28,185
36,54,0,144
28,35,70,308
41,19,99,376
15,51,85,372
27,60,5,162
85,75,20,295
56,6,13,107
53,27,68,311
6,35,9,103
89,10,0,109
82,30,0,142
31,73,29,264
13,6,87,286
11,3,8,41
33,40,60,293
91,56,44,335
95,94,53,442
50,92,81,477
83,63,87,470
69,68,23,274
12,6,7,45
87,25,32,233
43,79,62,387
59,81,49,368
54,51,94,438
61,61,55,348
85,84,92,529
28,29,64,278
71,63,50,347
72,80,13,271
22,70,61,345
99,64,33,326
87,52,11,224
31,17,85,320
30,60,21,213
42,55,8,176
41,96,98,527
66,54,21,237
0,3,80,246
62,8,51,231
89,93,49,422
33,58,87,410
12,19,89,317
13,44,81,344
15,69,75,378
36,55,12,182
70,75,15,265
1,78,50,307
91,44,28,263
30,22,54,236
70,34,58,312
15,29,23,142
16,54,84,376
14,61,82,382
3,11,56,193
65,4,44,205
72,23,46,256
39,22,71,296
11,63,12,173
41,2,42,171
41,0,71,254
58,45,31,241
0,91,46,320
92,33,87,419
15,4,98,317
37,96,70,439
89,28,33,244
78,14,89,373
65,29,6,141
15,26,36,175
5,57,68,323
77,0,21,140
19,33,89,352
89,38,90,435
19,24,86,325
79,19,35,222
54,72,96,486
5,83,77,402
38,86,30,300
64,11,6,104
39,39,26,195
93,94,64,473
54,10,48,218
14,94,92,478
53,6,36,173
84,68,47,361
25,22,42,195
97,40,30,267
57,32,23,190
18,93,21,267
79,59,4,209
67,34,30,225
26,75,11,209
50,62,6,192
78,96,95,555
63,96,35,360
41,65,81,414
99,46,84,443
83,4,14,133
40,21,87,343
37,10,75,282
42,39,38,234
41,68,76,405
89,51,51,344
50,54,66,356
26,14,84,306
45,41,22,193
32,83,21,261
93,38,8,193
64,61,88,450
70,11,98,386
21,17,61,238
75,16,7,128
21,9,4,51
87,10,38,221
84,12,60,288
28,77,28,266
78,13,62,290
20,9,11,71
18,87,14,234
49,11,96,359
10,60,64,322
51,89,20,289
19,32,32,179
73,84,27,322
87,51,52,345
20,32,56,252
78,6,62,276
3,65,74,355
61,22,68,309
34,99,23,301
7,18,70,253
74,2,34,180
17,97,81,454
50,54,72,374
26,83,84,444
20,82,54,346
31,5,11,74
1,48,52,253
79,74,3,236
83,50,3,192
65,83,42,357
87,16,16,167
49,90,82,475
70,64,59,375
90,7,81,347
53,98,28,333
25,81,84,439
73,8,73,308
97,34,40,285
15,88,56,359
59,65,15,234
54,10,98,368
15,48,21,174
56,32,65,315
12,73,55,323
12,72,99,453
36,11,77,289
40,4,71,261
56,52,11,193
36,92,12,256
74,94,97,553
1,13,76,255
62,7,65,271
79,40,12,195
16,39,74,316
3,88,68,383
20,36,26,170
55,69,25,268
80,94,18,322
99,88,39,392
29,47,16,171
87,91,96,557
38,42,81,365
47,78,90,473
13,11,32,131
49,94,29,324
14,2,46,156
98,98,92,570
99,16,44,263
5,31,44,199
58,37,40,252
58,6,43,199
23,26,4,87
29,3,20,95
39,68,98,469
62,57,57,347
79,50,45,314
15,48,96,399
56,6,98,362
12,35,81,325
86,43,85,427
64,81,0,226
27,26,91,352
73,69,14,253
75,21,2,123
84,22,52,284
3,71,69,352
8,18,19,101
84,95,36,382
40,54,83,397
68,34,85,391
34,43,1,123
8,52,99,409
77,65,61,390
83,93,36,377
98,8,62,300
83,42,98,461
90,24,99,435
32,59,37,261
78,86,86,508
35,47,33,228
94,64,94,504
30,78,45,321
11,1,83,262
87,14,45,250
86,6,0,98
78,35,78,382
20,11,75,267
32,32,28,180
50,73,48,340
30,96,46,360
80,47,70,384
70,20,87,371
60,37,57,305
43,13,12,105
19,56,5,146
0,93,38,300
98,83,94,546
18,81,13,219
62,95,0,252
47,28,52,259
34,67,8,192
82,39,83,409
15,98,84,463
88,53,30,284
77,24,32,221
62,23,21,171
39,84,94,489
41,4,26,127
45,87,41,342
0,56,80,352
27,31,43,218
42,42,90,396
45,34,48,257
97,18,20,193
96,94,60,464
70,73,11,249
52,67,9,213
70,40,48,294
60,36,57,303
1,64,25,204
42,99,27,321
95,33,99,458
48,88,6,242
62,64,86,448
66,34,26,212
41,69,65,374
78,62,16,250
88,34,55,321
33,58,78,383
58,24,21,169
46,13,40,192
61,75,64,403
21,54,6,147
15,43,27,182
12,82,17,227
94,57,69,415
47,34,50,265
74,59,91,465
33,33,85,354
83,89,70,471
50,16,27,163
9,24,54,219
95,24,30,233
57,73,37,314
75,93,49,408
94,29,30,242
4,75,95,439
37,83,97,494
74,45,78,398
98,51,84,452
38,57,89,419
51,48,27,228
22,6,90,304
57,0,41,180
94,63,92,496
88,11,35,215
71,63,18,251
20,64,71,361
69,69,13,246
82,95,51,425
70,97,10,294
4,47,28,182
95,37,67,370
43,42,82,373
37,78,15,238
25,62,36,257
64,93,66,448
24,79,86,440
67,54,60,355
38,11,93,339
1,62,3,134
41,98,33,336
61,76,3,222
96,11,3,127
64,51,98,460
11,92,48,339
55,25,2,111
36,6,8,72
20,57,21,197
16,45,40,226
88,40,43,297
31,24,73,298
14,12,88,302
42,26,52,250
98,60,18,272
40,26,5,107
13,63,66,337
4,12,39,145
0,60,61,303
32,83,84,450
91,14,28,203
28,45,79,355
42,91,39,341
27,31,20,149
21,67,44,287
10,67,85,399
64,45,54,316
60,94,20,308
86,42,45,305
23,65,28,237
11,43,84,349
42,16,42,200
60,24,90,378
97,97,88,555
79,77,2,239
72,50,53,331
3,43,12,125
8,19,91,319
93,40,66,371
28,85,69,405
16,27,10,100
22,53,55,293
88,43,10,204
43,29,69,308
75,47,22,235
28,67,0,162
46,70,32,282
26,46,28,202
5,73,34,253
2,99,77,431
16,50,6,134
45,85,65,410
20,25,73,289
90,47,77,415
43,92,12,263
64,48,78,394
90,26,49,289
15,3,77,252
14,84,3,191
86,74,94,516
44,8,36,168
33,3,98,333
33,62,27,238
91,12,36,223
71,50,34,273
66,65,68,400
12,17,7,67
92,19,69,337
91,12,67,316
63,97,5,272
73,78,17,280
98,17,62,318
93,0,30,183
23,40,85,358
93,28,60,329
26,83,33,291
85,3,90,361
90,59,41,331
80,35,14,192
72,32,50,286
45,7,9,86
99,22,47,284
32,70,59,349
86,67,56,388
46,44,42,260
19,45,65,304
44,90,92,500
46,72,14,232
98,24,99,443
68,53,91,447
55,17,17,140
39,0,4,51
36,0,78,270
47,56,49,306
67,53,12,209
21,56,77,364
8,64,14,178
63,42,12,183
60,41,9,169
30,67,38,278
85,24,65,328
83,23,27,210
42,75,61,375
70,50,89,437
75,19,77,344
86,7,26,178
94,35,63,353
26,61,96,436
40,59,79,395
57,14,54,247
84,28,79,377
73,16,30,195
20,79,81,421
34,89,95,497
1,94,50,339
62,22,89,373
11,66,18,197
15,74,37,274
0,24,80,288
29,49,2,133
66,17,31,193
12,99,38,324
11,69,75,374
63,98,63,448
59,88,54,397
97,98,1,296
25,43,4,123
20,32,17,135
79,41,82,407
39,31,55,266
48,84,52,372
5,94,96,481
80,35,48,294
90,87,31,357
86,18,51,275
95,56,83,456
36,14,12,100
49,21,39,208
0,65,47,271
59,52,39,280
35,72,82,425
75,15,18,159
77,75,74,449
47,46,83,388
84,55,13,233
9,86,84,433
33,53,60,319
66,55,3,185
23,83,96,477
91,36,31,256
75,94,11,296
63,37,71,350
26,3,79,269
53,33,56,287
24,64,68,356
46,26,19,155
22,10,52,198
42,41,40,244
31,8,69,254
83,4,71,304
81,30,39,258
16,85,95,471
14,70,77,385
63,7,21,140
37,87,31,304
88,85,10,288
38,92,90,492
10,89,21,251
69,40,88,413
5,86,5,192
46,79,60,384
79,60,4,211
86,66,13,257
88,22,43,261
1,33,39,184
77,74,30,315
82,61,34,306
85,39,65,358
69,37,54,305
48,44,18,190
51,65,27,262
91,48,31,280
27,98,89,490
90,54,16,246
67,33,85,388
73,0,80,313
13,68,90,419
15,53,12,157
32,23,83,327
16,87,92,466
70,58,80,426
41,34,25,184
17,54,86,383
62,67,59,373
58,63,74,406
7,9,44,157
88,95,55,443
70,40,49,297
96,20,1,139
88,25,35,243
66,32,68,334
15,91,34,299
52,0,35,157
80,34,67,349
66,7,88,344
4,1,49,153
46,94,7,255
68,73,83,463
42,44,13,169
26,18,89,329
28,17,1,65
19,35,48,233
58,34,93,405
65,22,77,340
40,91,29,309
93,26,41,268
94,41,15,221
75,99,83,522
24,39,77,333
12,22,78,290
69,59,46,325
63,11,19,142
43,75,50,343
85,6,14,139
56,99,92,530
90,72,19,291
15,76,78,401
51,45,25,216
31,56,59,320
48,85,42,344
88,78,52,400
98,41,47,321
91,91,25,348
80,58,8,220
25,37,97,390
3,15,37,144
0,52,0,104
2,60,40,242
7,98,12,239
37,4,72,261
23,87,95,482
99,17,63,322
99,40,14,221
45,76,76,425
81,33,40,267
47,51,12,185
81,92,35,370
41,7,69,262
83,16,98,409
9,84,17,228
48,12,70,282
58,32,77,353
9,33,59,252
40,8,55,221
15,63,1,144
39,61,47,302
21,63,57,318
84,80,80,484
54,97,87,509
7,38,91,356
0,86,35,277
12,47,9,133
78,5,39,205
97,67,70,441
3,7,38,131
14,96,84,458
76,81,40,358
73,40,25,228
76,26,60,308
7,87,40,301
16,43,38,216
18,55,94,410
38,24,29,173
43,11,28,149
71,83,94,519
93,38,13,208
82,14,10,140
52,31,58,288
85,45,0,175
49,38,51,278
49,39,1,130
87,90,82,513
52,17,48,230
79,31,22,207
86,21,72,344
71,76,39,340
96,90,77,507
12,94,50,350
30,85,41,323
88,10,93,387
8,92,52,348
25,38,35,206
5,91,21,250
83,16,75,340
55,47,85,404
29,91,45,346
67,3,80,313
61,53,22,233
15,89,60,373
8,80,88,432
71,15,98,395
55,1,88,321
14,91,64,388
44,58,60,340
73,21,0,115
84,61,21,269
64,84,26,310
55,39,92,409
21,62,72,361
41,12,93,344
19,60,38,253
42,88,64,410
20,84,48,332
84,91,44,398
75,58,52,347
31,49,99,426
90,14,29,205
70,44,55,323
4,72,91,421
44,18,25,155
12,66,71,357
27,49,76,353
62,92,26,324
86,64,11,247
22,15,73,271
13,38,76,317
59,19,60,277
95,60,2,221
46,61,74,390
13,87,17,238
5,80,18,219
31,84,98,493
88,54,7,217
10,97,92,480
15,35,99,382
83,92,2,273
13,93,38,313
13,70,86,411
59,83,29,312
15,71,66,355
20,43,60,286
24,66,14,198
85,56,42,323
20,48,84,368
32,99,33,329
8,36,3,89
59,3,41,188
69,11,11,124
75,4,86,341
15,21,35,162
29,56,17,192
46,78,57,373
36,17,70,280
55,64,24,255
55,39,37,244
93,47,29,274
51,71,35,298
40,66,26,250
71,47,4,177
47,3,43,182
73,83,42,365
16,78,64,364
17,56,43,258
8,7,25,97
86,96,85,533
0,76,96,440
79,42,91,436
42,71,61,367
75,36,96,435
81,15,49,258
57,65,13,226
47,81,88,473
24,27,91,351
35,47,79,366
96,11,85,373
22,54,40,250
27,43,2,119
5,33,98,365
38,19,83,325
11,61,33,232
96,64,39,341
52,36,28,208
7,69,60,325
83,92,47,408
72,64,97,491
5,32,2,75
89,65,13,258
52,0,26,130
86,25,5,151
30,14,6,76
48,1,98,344
73,49,6,189
13,60,76,361
28,41,67,311
32,48,63,317
4,62,16,176
79,24,45,262
71,67,2,211
80,10,54,262
90,80,31,343
97,54,30,295
63,42,37,258
4,14,28,116
49,80,18,263
57,47,4,163
47,71,31,282
10,10,1,33
18,9,82,282
55,28,92,387
22,9,74,262
73,7,42,213
91,1,2,99
99,98,54,457
52,25,18,156
57,86,94,511
74,39,28,236
0,46,18,146
71,67,20,265
70,45,22,226
15,72,2,165
87,70,2,233
41,35,79,348
33,4,27,122
96,94,62,470
93,55,36,311
46,63,42,298
84,4,46,230
30,47,63,313
69,28,65,320
58,45,76,376
6,41,21,151
95,74,87,504
93,78,2,255
41,65,17,222
3,97,96,485
89,41,63,360
74,54,98,476
6,57,35,225
97,96,14,331
33,61,3,164
77,75,24,299
1,14,14,71
62,31,36,232
22,76,14,216
3,57,5,132
20,73,35,271
49,12,72,289
31,76,42,309
82,4,89,357
75,61,58,371
84,19,90,392
51,12,63,264
7,50,94,389
13,99,83,460
86,53,12,228
76,19,38,228
49,87,92,499
43,50,5,158
44,55,4,166
91,10,66,309
62,32,73,345
12,96,70,414
81,45,3,180
75,93,56,429
47,22,68,295
49,52,47,294
43,17,55,242
53,15,8,107
39,87,34,315
3,49,21,164
40,58,59,333
14,34,71,295
99,78,70,465
15,56,41,250
83,69,48,365
9,92,10,223
83,19,93,400
14,60,40,254
52,36,29,211
22,45,55,277
85,62,53,368
88,83,4,266
17,62,1,144
58,52,26,240
8,35,72,294
54,73,91,473
55,28,41,234
22,23,61,251
93,63,23,288
37,6,26,127
85,73,17,282
21,7,57,206
1,40,82,327
72,5,81,325
9,7,83,272
74,99,43,401
93,23,31,232
74,69,38,326
81,66,45,348
44,96,18,290
53,60,53,332
51,61,54,335
78,98,88,538
14,2,33,117
46,66,62,364
27,43,50,263
66,28,5,137
88,24,54,298
49,29,6,125
15,92,77,430
21,60,61,324
51,0,60,231
23,76,53,334
83,84,46,389
62,26,31,207
53,90,91,506
71,16,69,310
6,25,91,329
74,13,82,346
93,94,32,377
52,19,46,228
8,17,96,330
85,36,70,367
32,62,92,432
77,68,65,408
95,19,66,331
76,4,73,303
95,87,63,458
81,91,4,275
14,83,83,429
71,96,18,317
1,48,21,160
29,19,11,100
23,60,55,308
83,15,55,278
73,47,1,170
92,40,23,241
63,83,21,292
47,87,65,416
84,65,81,457
5,33,52,227
64,85,66,432
36,68,42,298
59,6,51,224
28,66,62,346
95,13,44,253
18,61,54,302
75,19,19,170
69,32,7,154
55,28,81,354
11,49,32,205
20,87,54,356
1,35,87,332
76,94,83,513
40,58,8,180
63,58,36,287
90,69,96,516
53,2,10,87
37,3,56,211
86,63,76,440
21,55,78,365
49,28,34,207
51,89,80,469
91,75,51,394
37,77,45,326
41,28,55,262
61,41,22,209
54,39,86,390
23,55,79,370
77,86,29,336
86,36,63,347
78,31,65,335
66,63,10,222
80,37,30,244
36,96,52,384
63,8,60,259
21,79,88,443
66,72,74,432
79,44,41,290
98,56,8,234
49,69,1,190
10,81,13,211
14,21,76,284
42,47,2,142
47,52,31,244
52,70,66,390
80,76,71,445
96,6,6,126
69,28,42,251
85,40,36,273
0,49,24,170
54,52,40,278
36,60,37,267
4,46,10,126
57,56,42,295
94,1,26,174
4,15,65,229
3,35,61,256
67,93,12,289
55,53,0,161
11,22,87,316
55,29,39,230
49,74,2,203
24,20,43,193
43,92,16,275
0,66,11,165
39,67,39,290
17,28,22,139
23,77,15,222
35,92,66,417
35,29,63,282
80,10,9,127
33,34,21,164
32,97,30,316
36,21,8,102
17,39,41,218
41,25,69,298
67,4,36,183
91,9,54,271
81,39,4,171
65,53,24,243
90,1,66,290
15,72,17,210
5,3,94,293
56,70,58,370
49,8,6,83
21,47,18,169
51,63,53,336
70,99,55,433
48,12,68,276
17,18,55,218
61,81,75,448
40,43,85,381
67,6,69,286
82,5,68,296
29,90,51,362
4,91,20,246
89,56,91,474
56,87,5,245
11,45,16,149
49,63,89,442
27,23,69,280
48,34,39,233
75,65,18,259
43,12,74,289
28,77,68,386
21,79,98,473
6,83,22,238
65,88,32,337
47,27,53,260
75,79,74,455
62,66,52,350
94,54,83,451
82,90,0,262
56,34,38,238
94,67,64,420
48,7,41,185
29,16,5,76
31,24,3,88
38,99,1,239
90,45,29,267
78,87,14,294
58,83,99,521
86,49,86,442
34,97,71,441
26,55,11,169
38,91,97,511
95,53,56,369
59,68,67,396
92,95,57,453
86,13,76,340
91,67,74,447
3,33,86,327
48,1,53,209
70,15,96,388
71,47,72,381
83,55,48,337
42,60,30,252
36,70,29,263
94,99,13,331
63,63,49,336
53,87,41,350
70,39,26,226
9,69,68,351
63,17,6,115
50,59,91,441
50,92,2,240
24,52,35,233
49,37,98,417
46,19,65,279
80,12,43,233
22,76,92,450
48,51,70,360
45,28,36,209
82,95,53,431
95,50,49,342
17,49,99,412
54,65,8,208
22,38,45,233
86,34,45,289
80,23,50,276
60,78,6,234
55,6,30,157
41,36,39,230
1,94,22,255
76,64,40,324
55,83,88,485
12,41,53,253
87,32,87,412
43,5,92,329
46,19,96,372
44,2,13,87
38,68,53,333
47,49,53,304
9,33,90,345
22,93,28,292
1,86,27,254
82,1,38,198
81,62,64,397
82,34,66,348
35,48,27,212
88,25,73,357
8,60,10,158
59,40,36,247
62,79,17,271
92,75,78,476
96,21,7,159
56,62,36,288
90,3,43,225
52,18,30,178
63,32,86,385
0,44,26,166
53,30,2,119
95,83,16,309
94,29,36,260
34,73,8,204
23,90,92,479
63,49,96,449
45,27,15,144
52,0,22,118
50,29,45,243
28,43,71,327
78,28,51,287
9,22,25,128
4,17,75,263
19,99,98,511
36,98,19,289
31,37,68,309
20,52,85,379
7,40,83,336
13,90,71,406
89,74,51,390
41,42,79,362
94,23,32,236
66,95,57,427
57,35,22,193
49,78,5,220
6,16,77,269
86,68,31,315
69,17,50,253
54,0,51,207
78,40,51,311
40,47,0,134
24,80,32,280
69,38,81,388
69,24,9,144
83,51,11,218
68,84,67,437
28,51,64,322
90,17,98,418
21,6,41,156
93,70,90,503
9,70,73,368
0,54,99,405
28,47,82,368
5,7,75,244
43,34,34,213
8,44,11,129
31,53,95,422
12,83,19,235
87,31,5,164
31,1,96,321
94,75,63,433
42,24,73,309
42,19,73,299
11,99,81,452
51,36,82,369
56,54,16,212
49,16,90,351
31,38,56,275
46,95,35,341
27,25,18,131
32,76,31,277
72,94,64,452
59,92,17,294
84,96,82,522
67,42,64,343
36,7,82,296
26,26,18,132
63,50,34,265
21,49,29,206
45,44,89,400
82,7,33,195
61,5,61,254
88,48,98,478
72,10,37,203
65,27,51,272
5,74,3,162
42,55,24,224
61,60,68,385
19,51,75,346
55,33,64,313
66,75,56,384
90,90,32,366
96,30,50,306
86,84,52,410
51,14,64,271
64,98,97,551
65,45,68,359
86,4,48,238
67,71,77,440
59,40,44,271
80,18,42,242
76,77,94,512
79,23,33,224
90,68,18,280
74,49,84,424
19,28,51,228
40,2,15,89
0,90,10,210
80,98,20,336
29,2,66,231
55,21,77,328
43,87,44,349
75,62,40,319
47,68,86,441
44,63,10,200
81,91,75,488
23,2,84,279
52,45,53,301
76,27,26,208
26,71,42,294
50,1,64,244
57,58,0,173
62,18,27,179
76,16,62,294
34,87,14,250
51,51,98,447
29,2,86,291
62,54,13,209
55,42,30,229
11,91,41,316
64,98,57,431
46,96,10,268
39,21,51,234
46,85,53,375
52,12,34,178
57,2,28,145
31,58,96,435
45,14,15,118
96,78,71,465
62,19,70,310
98,99,69,503
0,80,65,355
77,46,86,427
36,23,62,268
16,17,13,89
52,79,72,426
24,54,38,246
70,91,79,489
25,33,67,292
87,64,98,509
69,43,62,341
92,43,76,406
52,22,66,294
5,90,90,455
18,84,84,438
87,81,94,531
45,32,16,157
45,97,74,461
17,74,81,408
33,5,73,262
78,34,54,308
38,75,7,209
54,20,16,142
43,76,57,366
2,3,1,11
6,12,43,159
88,29,54,308
61,38,60,317
75,42,75,384
75,29,12,169
50,96,75,467
10,55,37,231
90,37,61,347
44,95,91,507
13,18,34,151
45,96,33,336
91,55,95,486
9,27,49,210
86,69,12,260
5,42,85,344
72,89,51,403
85,59,57,374
93,89,61,454
25,32,14,131
83,28,17,190
51,4,42,185
22,85,74,414
13,4,96,309
65,1,29,154
54,0,38,168
33,77,70,397
33,55,17,194
55,70,2,201
76,43,17,213
60,41,71,355
98,67,47,373
69,42,95,438
47,90,28,311
32,4,96,328
62,14,43,219
25,62,36,257
25,3,75,256
88,67,33,321
66,2,32,166
72,45,97,453
29,45,27,200
89,73,94,517
24,82,77,419
32,71,67,375
60,45,88,414
21,58,8,161
29,23,20,135
32,62,68,360
21,3,96,315
66,97,38,374
34,44,71,335
80,85,1,253
48,5,11,91
5,4,9,40
96,30,68,360
66,42,90,420
57,24,65,300
13,37,17,138
87,68,72,439
98,96,98,584
93,3,82,345
34,90,83,463
24,4,30,122
88,60,74,430
24,89,7,223
17,51,55,284
5,3,75,236
81,91,61,446
36,58,67,353
62,63,57,359
88,88,76,492
7,65,69,344
80,78,61,419
42,27,69,303
2,12,76,254
49,26,9,128
29,27,1,86
38,46,59,307
84,41,98,460
34,50,26,212
73,57,37,298
44,78,97,491
55,86,14,269
2,1,60,184
98,94,6,304
0,36,43,201
98,87,47,413
69,6,61,264
47,75,79,434
88,91,1,273
8,89,67,387
11,63,11,170
20,38,65,291
76,48,23,241
58,90,83,487
40,96,35,337
23,41,46,243
30,24,99,375
84,43,36,278
87,55,53,356
20,6,31,125
73,65,47,344
34,26,68,290
59,3,27,146
49,25,34,201
4,17,38,152
49,14,58,251
52,31,60,294
28,43,72,330
94,85,7,285
24,83,15,235
92,41,79,411
56,90,88,500
84,4,28,176
72,7,54,248
55,4,47,204
18,88,0,194
62,42,78,380
77,62,0,201
40,71,1,185
32,42,49,263
46,98,83,491
44,99,59,419
33,47,77,358
24,16,56,224
34,65,14,206
36,44,29,211
53,21,11,128
64,59,33,281
68,90,53,407
98,32,75,387
24,76,72,392
63,77,31,310
53,68,41,312
91,30,76,379
67,17,83,350
71,79,85,484
47,20,68,291
94,73,5,255
44,55,3,163
55,21,35,202
49,45,14,181
21,69,1,162
73,44,16,209
41,53,73,366
62,17,82,342
6,18,8,66
42,28,98,392
31,89,9,236
55,29,79,350
66,57,66,378
3,89,90,451
1,5,52,167
82,65,17,263
4,82,82,414
74,46,93,445
11,82,38,289
56,21,54,260
24,69,58,336
27,94,59,392
12,96,66,402
48,82,26,290
65,78,86,479
97,15,50,277
77,44,88,429
5,40,80,325
11,36,69,290
86,55,64,388
44,98,31,333
78,14,98,400
37,1,78,273
20,49,53,277
22,70,18,216
58,87,55,397
95,26,65,342
1,18,84,289
43,24,21,154
48,13,71,287
95,77,2,255
34,92,96,506
93,35,5,178
43,98,96,527
25,83,76,419
13,36,74,307
35,73,74,403
22,27,88,340
17,38,47,234
93,71,41,358
27,36,75,324
21,90,57,372
28,86,34,302
7,69,16,193
7,51,21,172
29,3,28,119
68,39,9,173
34,15,52,220
19,21,50,211
44,70,16,232
38,23,47,225
30,38,70,316
37,43,73,342
83,33,66,347
55,12,58,253
13,33,59,256
19,67,97,444
97,29,17,206
55,1,42,183
93,71,66,433
68,72,53,371
26,31,0,88
33,16,13,104
63,68,37,310
0,90,6,198
94,75,87,505
23,34,84,343
24,29,36,190
91,45,53,340
19,80,40,299
64,72,43,337
94,63,40,340
19,14,58,221
5,77,68,363
77,23,95,408
18,49,19,173
